,Message,Category
1296,this didn't happen before but after the new update locking the iphone  s hangs up the call,Portability Class
1297,with the recent update rolled out the calls n video calls do not get connected over wifi it say connecting,Portability Class
1298,i update wats app but the video call and voice call not working propey whenever i call with my freind the face is not showing some greenish effect will show in my screen i not see my freind properly one other problem is that whenever i send message after,Portability Class
1299,ever since last update i have a problem of msgs not getting delivered to me when others send it,Portability Class
1300,this problem exsts for my friend who also owns moto g,Portability Class
1301,"i am a bit dissapointed in the restriction to installing and history disappearing when changing to a different device, or having it installed on multiple devices",Portability Class
1302,may be they ignore compatibily issues to add new features,Portability Class
1303,since the very first day i updated the app my phone keeps freezing whenever i want to make calls,Portability Class
1304,when i update this am facing problem to type and send hanging and app directly close and start,Portability Class
1305,new version is not working at ol,Portability Class
1306,"now, it is working properly after updating my os",Portability Class
1307,i updated to new version which gives video calling facility but the app hangs a lot of times & on getting back many messages get deleted,Portability Class
1308,it tells me that the device and sd card does not support the media files,Portability Class
1309,"after the latest update my whatsapp isn't working properly, its hanged during voice and video calls and forced stop, i am using samsung galaxy a       android version is",Portability Class
1310,"since the update i'm unable to place a call because    seconds in, it crashes",Portability Class
1311,hi with the new update when i send gif images or audio files they seem to get scrambled and broken,Portability Class
1312,after update not be able to capture pics from what's app ,Portability Class
1313,after the latest update the app is crashing again and again,Portability Class
1314,"after video call updates, why does the quality of voice call reduce",Portability Class
1315,"i have just updated it and i can make video calls but i cant see the person am chatting with,but they can see me",Portability Class
1316,can't add caption on latest update on nougat,Portability Class
1317,can't forward any message or picture aftrr update last version,Portability Class
1318,have been using whatsapp since and didn't have any problem with that but ever since this new updates my messages takes more   mins before it goes through even sometimes it doesn't,Portability Class
1319,but why isn't it not compatible with my samsung galaxy android lollipop tablet device why,Portability Class
1320,"when will it be available and compatible for hp windows, it says ""its coming soon""",Portability Class
1321,what about recent chat when we changed different operating system's phone  for exmple samsung s  to iphone,Portability Class
1322,the recent update made my whatsapp very slow,Portability Class
1323,my whatsapp is nt responding after the last update,Portability Class
1324,"i uninstalled it & reinstall it, still not working",Portability Class
1325,ever since the new update i click on the app and it just crashes can someone help me,Portability Class
1326,"after this update, my whatsapp won't start, stuck in the white screen",Portability Class
1327,"after the updates, it becomes so buggy and lags and sometimes even crash on my samsungj",Portability Class
1328,when ever i try to update it shows code error,Portability Class
1329,"but ever since this new updates my massages takes more than    mnts, before it goes through ever smetymes it doesn't",Portability Class
1330,post update whatsapp is showing blank screen,Portability Class
1331,its not working because i have space in my phone update version still i cnt download any photos or send any photos,Portability Class
1332,"after updated crash cannot open, please fix it",Portability Class
1333,not compatible - some icons are not showing the exct emoji in samsung note,Portability Class
1334,how to solve error code during installation,Portability Class
1335,keeps crashing after last update,Portability Class
1336,update seems to be non functional and constantly crashes,Portability Class
1337,coz not compatible with samsung s advance,Portability Class
1338,but new version video calling is not wrking,Portability Class
1339,"do not want on my phone, cannot uninstall",Portability Class
1340,after updating it don't work,Portability Class
1341,after update its shows for many msg wating for this msg what is this plz fix it,Portability Class
1342,blank screen after last update,Portability Class
1343,update whatsapps app not work properly,Portability Class
1344,"in honor  , it's not responding after the new update is installed",Portability Class
1345,since new update my what's app has not worked,Portability Class
1346,"this new version is making things worse, i cant send sms and they delay so much over wifi and makes things hard over mobile data",Portability Class
1347,since new update my what's app has not worked,Portability Class
1348,make it compatible with my phone,Portability Class
1349,cant install apps,Portability Class
1350,make it compatible with my phone,Portability Class
1351,its lagging after this latest update :,Portability Class
1352,after the last update i cant download any media in my device,Portability Class
1353,"after the latest update, this app keeps crashing again n again while downloading the videos",Portability Class
1354,with the recent update both leads to just the same camera integration app,Portability Class
1355,new version us full of bugs and causing huge problems,Portability Class
1356,lagging a bit after latest update ,Portability Class
1357,latest version is not compatible with ios 6,Portability Class
1358,"during the ios8 update, my ipad randomly disabled itself and then the only option left was to system restore",Portability Class
1359,crappy update made me lose almost everything,Portability Class
1360,"they always show up on my phone, but it takes forever on my ipad",Portability Class
1361,it's especially good for ipad or maybe iphone 6/ iphone 6 plus,Portability Class
1362,the ios 8.3 for my ipad mini 2 screwed up my ibooks bookcase,Portability Class
1363,"the update ruined my reading order (pain to move books around, makes me dizzy)",Portability Class
1364,i'll have to visit you on my older igadgets that can't be upgraded to the latest ios,Portability Class
1365,"jailbreaking to avoid, delete, and reinstall the old version (312) of this app is unacceptable",Portability Class
1366,it won't even download onto my ipod anymore :( not from my computer anyway,Portability Class
1367,i'm not very happy with only being able to read some of them on just one device,Portability Class
1368,i have multiple devices and just figured i be able to switch between them to read,Portability Class
1369,i have an iphone 5s and will not download the ios 802 update as when i updated to ios 6 in my 4s two years ago(,Portability Class
1370,"when my you updated this, my ipod won't exept it because it's for ipod 5th generation",Portability Class
1371,before my ipad worked fine but on the iphone nothing wouldn't show,Portability Class
1372,"sorry about that, new ver will not work on old ipads",Portability Class
1373,after getting the latest ipad i can no longer pull up the pdf's in ibooks on my new ipad,Portability Class
1374,also i can no longer make new folders in the new ipad,Portability Class
1375,"since the update it cuts out or kicks me out and i lose my place, it takes me back a few pages",Portability Class
1376,every since you updated the app is slower,Portability Class
1377,now ever since the update there is a horrible lag,Portability Class
1378,"shutting down time after time on my ipad air, not on my phone",Portability Class
1379,i got a new ipad and cannot open the app,Portability Class
1380,"since this is an apple app, i feel it should be a priority to update the app to work with the latest system update",Portability Class
1381,"when i updated to the most recent version of ibooks, it deleted all of my pdfs and epubs - anything not purchased from apple, in other words",Portability Class
1382,all my books were deleted the moment i updated,Portability Class
1383,i tried to installed the ibooks app on my ipod touch but it is asking for a newer software version,Portability Class
1384,i am very dissapointed on apple for not making this app accessible to their own devices,Portability Class
1385,"seriously, i don't know what they did to this app, but after the last update, it takes forever for books to download, and even then, i have to constantly go back to the store to download again and again, because apparently monkeys are running this show no",Portability Class
1386,books don't load on each of my apple products,Portability Class
1387,"in the last day, the ibooks app is giving me messages that i must have ipad or ibooks for mac to read certain pdfs which were easily readable in the past",Portability Class
1388,seems to be running slower since the update,Portability Class
1389,i've used this app for 4 yrs and i just upgraded my phone to the 5s and now all my books won't load i only tried to download one at a time and still won't,Portability Class
1390,latest version is not compatible with ios 6,Portability Class
1391,ios 6 is not supported,Portability Class
1392,i get frustrated by not being able to find versions compatible with my backup older devices i carry on long battery intensive trips,Portability Class
1393,"however because i have bought books and though i can open them on apple device in which they were purchased, i can't find them on my other apple devices",Portability Class
1394,"now that apple has finally released a desktop version, ",Portability Class
1395,"especially as an avid reader, but ever since i replaced my ipad, any time i try to download a book, it says cannot connect to itunes store",Portability Class
1396,"but with the new update it's ridiculously slow, and glitches all the time",Portability Class
1397,"o tried to delete it but it kept saying ""please wait for a moment"" and it would be loading too long",Performance efficiency Class
1398,all apps are work perfectly but in whatsapp some time msg is deliver too late why why why,Performance efficiency Class
1399,it has taken more time to connect the call,Performance efficiency Class
1400,and also whatsapp message take more time to deliver the message and reading report also very slow,Performance efficiency Class
1401,video call facility is very slow and more buffering major time could not place video call to contacts please improve simple to connect video call to contact,Performance efficiency Class
1402,pls i don't have sufficent space for updating what's app so plz i request to u to make this update more less mb,Performance efficiency Class
1403,it's very smooth and fast and very useful for all the time,Performance efficiency Class
1404,"and many issues are happening like video calling, message delay timing",Performance efficiency Class
1405,a bit laggy on  g network,Performance efficiency Class
1406,automatic voice connection in super fast mode like an other calling app,Performance efficiency Class
1407,this is an issue because it drains battery power leaving my phone screen on and also the screen is too bright for when i sleep so i have to hide it under my pillow,Performance efficiency Class
1408,it costs too much data to update,Performance efficiency Class
1409,it's stressful to have always your device storage full because of one app,Performance efficiency Class
1410,"fed up of  ""waiting for this message this may take a while""",Performance efficiency Class
1411,waiting for hrs together to get the message,Performance efficiency Class
1412,it is very fast,Performance efficiency Class
1413,it lags too much,Performance efficiency Class
1414,i'm using galaxy s  which already has battery issues and whatsapp makes it so much worse,Performance efficiency Class
1415,somehow whatsapp uses most battery on my phone; close to   %,Performance efficiency Class
1416,between    to   it consumed  gb of data while delivery   messages,Performance efficiency Class
1417,working slow in night time,Performance efficiency Class
1418,and it's time and speed is very poor,Performance efficiency Class
1419,needs very low bandwidth,Performance efficiency Class
1420,messages appear very late,Performance efficiency Class
1421,and of course consumes minimal data which is the biggest boon as far as i see,Performance efficiency Class
1422,no bugs and each messages pass around the world in a flash of second,Performance efficiency Class
1423,sending message seems delay compare to previous version,Performance efficiency Class
1424,"it won't work smoothly when i slide the screen for my contact list ,chats and call log",Performance efficiency Class
1425,there is a long delay between messages sent and received,Performance efficiency Class
1426,load of whatsapp slows down phone,Performance efficiency Class
1427,very poor response,Performance efficiency Class
1428,but now it's a little laggy when i scroll in the contacts list,Performance efficiency Class
1429,it is not smooth when i scroll down and up in the contacts,Performance efficiency Class
1430,lag while scrolling contact,Performance efficiency Class
1431,it's quick and easy,Performance efficiency Class
1432,very fast and useful messenger,Performance efficiency Class
1433,in  g msg send slow,Performance efficiency Class
1434,fast and fast,Performance efficiency Class
1435,everything going smooth and faster,Performance efficiency Class
1436,very poor response,Performance efficiency Class
1437,runs smoothly,Performance efficiency Class
1438,mega smooth,Performance efficiency Class
1439,some time whatsaap working is very slow,Performance efficiency Class
1440,so much delay during call,Performance efficiency Class
1441,just lags a bit while scrolling through contacts,Performance efficiency Class
1442,working slow in night time,Performance efficiency Class
1443,it takes about    secondes to connect while the call is picked up,Performance efficiency Class
1444,so give it fast and now upgrade document   video send size give upto    mb,Performance efficiency Class
1445,consuming less data,Performance efficiency Class
1446,control very fast,Performance efficiency Class
1447,speedy connect,Performance efficiency Class
1448,takes way too long to connect with the other call,Performance efficiency Class
1449,"calling and video chatting, with low internet usage",Performance efficiency Class
1450,"these calling features make the app take up more space, ",Performance efficiency Class
1451,"it uses more battery power,",Performance efficiency Class
1452,sometimes lag during the call,Performance efficiency Class
1453,used huge amounts of memory when i wasn't even using it,Performance efficiency Class
1454,when i tried video messaging it was slow and lagging ,Performance efficiency Class
1455,video call takes more data ,Performance efficiency Class
1456,"communication is very fast and smooth, ",Performance efficiency Class
1457,it takes at least 30 minutes to download my books,Performance efficiency Class
1458,my install collected 250 mb of  nothing  despite all media deleted,Performance efficiency Class
1459,"lately, i have to wait a long time for the app or a book",Performance efficiency Class
1460,the books take forever to load,Performance efficiency Class
1461,sometimes if you wait a while the list of books comes up,Performance efficiency Class
1462,i had no problems at first--but now trying to read a book takes twice as long because it freezes up all the time,Performance efficiency Class
1463,iphone version is very slow,Performance efficiency Class
1464,it made it exremely blunt and laggy,Performance efficiency Class
1465,what i'm also pleased about is that pages turn quicker,Performance efficiency Class
1466,took a lot of time to gather and save them,Performance efficiency Class
1467,even opening a book takes too long,Performance efficiency Class
1468,"super slow, super buggy",Performance efficiency Class
1469,"it takes about 45 seconds for the page to turn or bookmark a page, rather than it being automatic",Performance efficiency Class
1470,"not to mention it gets stuck sideways (and page is blank) 
takes 1-2 mins to get it straightened out",Performance efficiency Class
1471,i would love it if it would just function smoothly,Performance efficiency Class
1472,"unresponsive buggy, glitchy awful",Performance efficiency Class
1473,you move the phone to landscape and for about a minute it stays vertical,Performance efficiency Class
1474,you go back to it takes another minute,Performance efficiency Class
1475,"then once i dl said book, if it's even on here, ibook is slow to respond and i'm repeatedly asked for my password simply to open the app",Performance efficiency Class
1476,sometimes it takes several days,Performance efficiency Class
1477,and the app is very sluggish when updating,Performance efficiency Class
1478,it downloads the books fast and are displayed nicely on your bookshelf,Performance efficiency Class
1479,"it loads painfully slowly on the ipad, for no discernible reason",Performance efficiency Class
1480,"it's not a bad platform, if you don't mind waiting, and waiting, for it to load",Performance efficiency Class
1481,"but the time i spend waiting for it to load the books i've already purchased, let alone trying to buy anything else makes me reluctant to put anyone else through the frustration i am put through every time i open the app",Performance efficiency Class
1482,"when i do get the chance to edit my books, i can do one change then it's back to the holding pattern of 3-5 mins",Performance efficiency Class
1483,the slowness of the ibookstore just drives me nuts,Performance efficiency Class
1484,not to mention the battery usage and heaven forbid if i switch from my ipad to my iphone and have to wait another 15+ minutes,Performance efficiency Class
1485,i say 15+ bc the last book took 40 freaking minutes w/ me having to constantly hit the cloud button to download over and over,Performance efficiency Class
1486,this is quicker and easier,Performance efficiency Class
1487,"after downloading ibooks to my iphone 5, my battery life dropped more than 50%",Performance efficiency Class
1488,"the moment i deleted it, battery life was back to normal",Performance efficiency Class
1489,"progressively, the app began to slow down",Performance efficiency Class
1490,interface doesn't respond well,Performance efficiency Class
1491,it takes 2 days just to get them done,Performance efficiency Class
1492,sorting downloaded books list is too annoying and slow,Performance efficiency Class
1493,i prefer reading pdfs on this app because the file loads faster,Performance efficiency Class
1494,but it's so slow when you go into the store,Performance efficiency Class
1495,takes 5+ minutes to update,Performance efficiency Class
1496,long long download times,Performance efficiency Class
1497,shows it's updating for 10min,Performance efficiency Class
1498,"it takes near an entire day to load them on, but about 2 seconds for ibooks to remove all of them",Performance efficiency Class
1499,the edit button usually can take up to five minutes to show up,Performance efficiency Class
1500,"it runs smoothly, presents well, and doesn't take up too much space",Performance efficiency Class
1501,too slow to open,Performance efficiency Class
1502,but it has way too much lag,Performance efficiency Class
1503,the performance is a lot quicker,Performance efficiency Class
1504,takes so long to open some pdfs,Performance efficiency Class
1505,"you expect us to adapt and, use a app that is slower , dummied down",Performance efficiency Class
1506,it's soo crappy now what the hell been trying to download a new book for an hour,Performance efficiency Class
1507,"ibooks store real slow to open,",Performance efficiency Class
1508,the ibookstore is exremely slow,Performance efficiency Class
1509,it runs just as smoothly as before,Performance efficiency Class
1510,the app is very slow,Performance efficiency Class
1511,"the app is slow,",Performance efficiency Class
1512,"slow, glitchy,",Performance efficiency Class
1513,it locks up and so slow,Performance efficiency Class
1514,slow to load,Performance efficiency Class
1515,i like the speed to search for words in my document ,Performance efficiency Class
1516,very slow,Performance efficiency Class
1517,slow,Performance efficiency Class
1518,"as time increasing i am getting disappointment,problem in uploading and downloading",Reliability Class
1519,i am using whats app massngr since whats app have been lunch in india its an amazing app no prblm was faced bt aftr last update i have facing many prblm like - when i want to send o video or a photo my mbile hangd up or whn i want to make video cll to my,Reliability Class
1520,i tried making video call and my friend wasn't able to receive it,Reliability Class
1521,and when my friends called me back i want able to answer her call too it' is not working,Reliability Class
1522,it's says you don't have this picture in your file when i receive the picture in my whatsapp texmessage,Reliability Class
1523,video calls on my htc desire     disconnect all of a sudden followed by my phone switching off,Reliability Class
1524,many of my friends are having the video call update but u just say (name of person) hasn't updated the app,Reliability Class
1525,i have given it four star because i cannot use whatsapp web,Reliability Class
1526,when i open whatsapp web in tablet it crashed the whatsapp,Reliability Class
1527,app is not working properly,Reliability Class
1528,now my phone is getting restarted whenever i open whatsapp,Reliability Class
1529,my mobile keeps restarting after the latest updates please fix this problem i can't chat nor able to open the whatsapp,Reliability Class
1530,the app is not responding and force close is offered by system,Reliability Class
1531,sometimes starts on fresh reboot then returns to this behavior ,Reliability Class
1532,not resolved by clearing app data too,Reliability Class
1533,my whatsapp keep crash and just showing white empty when im trying to open it,Reliability Class
1534,constantly tells me there's an error with my chat history and forces me to restore but does not restore recent chats,Reliability Class
1535,when ever i used this program it stuck and can't open an less i uninstalled it,Reliability Class
1536,"i have a problem with whatsapp video call ,i can't see the video of my incoming video call ,whenever i got a call it shows me a green lines on my screen",Reliability Class
1537,very poor its not work properly,Reliability Class
1538,hello as per couple of websites i am unable to block admin in one of my groups as i have already blocked him in my individual contact but still admin messages are pouring in group chat,Reliability Class
1539,but i am not getting the video calls,Reliability Class
1540,"i've adding a new contact to my phone, but even after i refresh it so many times, the new contact that i was adding to my phone doesn't appear in whatssapp contact",Reliability Class
1541,i don't understand why i'm getting video call option which is not working even though i downloaded it from play store,Reliability Class
1542,"i'm unable to give permission for any feature such as mic, camera, contacts etc",Reliability Class
1543,cant view up in full the picture goes blur when clicked on it,Reliability Class
1544,every time is close,Reliability Class
1545,unfortunately what's aap is close it's a problem,Reliability Class
1546,"i don't know if it's a bug or what but at times, even after the person is off the whatsapp, it shows online for a good   minute",Reliability Class
1547,due to this the last seen is inaccurate,Reliability Class
1548,"the videos do not dowload, they only appear in whatsapp conversation, not in the galery",Reliability Class
1549,"there's an error of ""the file format is not supported"" it's the same with all the gif",Reliability Class
1550,messengering is good but video call is very bad i can't see other person video,Reliability Class
1551,gave   stars because of poor picture quality,Reliability Class
1552,sometimes unwanted contacts and chats seems problematic,Reliability Class
1553,when we are calling to other person and when the other person answer the call it automatically disconnects,Reliability Class
1554,what is the problem of video calling,Reliability Class
1555,i miss a lot important things,Reliability Class
1556,i had friends calling me but i can see my self,Reliability Class
1557,the others can't see me and i can see there dp instead of them,Reliability Class
1558,it needs to fix the notifications on nougat,Reliability Class
1559,we are only able to see the latest message in each conversation,Reliability Class
1560,exellent voice and video quality,Reliability Class
1561,now i hope it's quality doesn't deteriorate like skype,Reliability Class
1562,"i have a problem, my whatsapp cannot make & received voice call",Reliability Class
1563,"dear devs, on my nexs  p, running android n preview, whenever i open the emoji tab, it occupies the entire screen",Reliability Class
1564,i guess when you are using mobile app and whatsapp web just the message of whatsapp is synch but the profile photo of your friends is different in whatsapp web and app are different from each other,Reliability Class
1565,then i open whatsapp put i didn't find any messages help me please,Reliability Class
1566,hey please fix it in my whtspp not showing blue ticks,Reliability Class
1567,i do not receive any notification of messages in this app,Reliability Class
1568,and   star for voice call quality across the world,Reliability Class
1569,"after enabling the data connection, group messages load in wrong sequence, which makes it difficult to understand the conversation",Reliability Class
1570,"if i was texting, my texts get wiped out, and too bad i have to rewrite the texts again, its worse if you were writing some kind of a pretty long text",Reliability Class
1571,very low quality video,Reliability Class
1572,update should not be made compulsory,Reliability Class
1573,secondly most people have issues whenever they are updating their profile pic,Reliability Class
1574,"hi team, i love whatsapp but from few days i am facing blue tick issue",Reliability Class
1575,it is not working,Reliability Class
1576,i have checked for read recipts and tried with uninstall and re install but still facing it,Reliability Class
1577,i cant see blue tick in any contacts,Reliability Class
1578,"i called to the person who is in abudhabi, but notification shows that ""person is in the country where whatsapp calling is unavailable "" kindly fix it",Reliability Class
1579,and it said not responding and closing the app,Reliability Class
1580,"i updated my app yesterday, and not only does it crash almost all the time, but last night it reset",Reliability Class
1581,so i lost all my conversations (the ones from people i've not saved the numbers were the worst part),Reliability Class
1582,it's like it restarted without me knowing anything,Reliability Class
1583,i just see myself with no discussions anymore,Reliability Class
1584,video call doesn't work,Reliability Class
1585,whatsapp web does not work,Reliability Class
1586,i have connected both devices at the same network and still not working,Reliability Class
1587,however i am not able to see the opposite person,Reliability Class
1588,the screen is shown in green,Reliability Class
1589,"you still get to see unread msg count on the app icon, even for the groups which are muted and notifications off",Reliability Class
1590,"that's the worst, i lose minutes worth of a message just because i get a phone call or my alarm goes off",Reliability Class
1591,video calling working but video quality is very very poor however my wifi giving full speed,Reliability Class
1592,the messages get stuck n i have to reinstall the app every time to send n receive messages,Reliability Class
1593,why my whatsapp haven't received the latest update,Reliability Class
1594,i am not able to send the audio files,Reliability Class
1595,it automatically opens the record option,Reliability Class
1596,can't recive messages when turn off what's app and when my phone was locked can't recive any tex or video etc,Reliability Class
1597,and please fix these calling and msg issues soon,Reliability Class
1598,sir update new whats app audio quality is bad,Reliability Class
1599,however the day video call facility have started call quality have become very poor,Reliability Class
1600,can't see the option for placing a video call yet i can receive them,Reliability Class
1601,works good on  g and wifi still quality is distorted,Reliability Class
1602,im not able to hear voices either in voice or video calls,Reliability Class
1603,how is it possible to have a last seen online time stated at certain time when one was not online,Reliability Class
1604,"for exmple it states ""last online was at  am"" but the person last online was actually  am",Reliability Class
1605,but it needs to work with weak network connection such as imo,Reliability Class
1606,i can't talk to bae,Reliability Class
1607,to hv a gud touch with relatives but sometime its stuck,Reliability Class
1608,every now and then says new message doesn't exst on sd card,Reliability Class
1609,apparently it refuses to even receive the message on the phone,Reliability Class
1610,but i'm too sad because i cannot recall my message if i have typo,Reliability Class
1611,please fix bugs as it is making whatsapp unusable,Reliability Class
1612,missing up on many important messages,Reliability Class
1613,we dont get the message for many days,Reliability Class
1614,"i can normally call everyone but one person, he can call everyone too, the problem happens when we try to call each other it never works",Reliability Class
1615,"we used to talk for hours but suddenly stopped working, every time we call the ""connecting"" word stays on the screen while we hear the ringing sound, the call counter   :   never starts",Reliability Class
1616,even after updating didn't work,Reliability Class
1617,i don't know why the sound is not coming in video calls,Reliability Class
1618,since the new video calling feature came out i tried it and it's great but the only problem with it is half of my screen is green,Reliability Class
1619,but when my friend sends me pics of homework i do not get them in order,Reliability Class
1620,if i get a page then i will get a different random page as nex,Reliability Class
1621,there is no proper order,Reliability Class
1622,i am using whatsapp on samsung galaxy a  and unfortunately when i use video call the camera didnt work well it shows a green stripes and cant see the other person,Reliability Class
1623,i could not update to video calls,Reliability Class
1624,what can be wrong,Reliability Class
1625,video quality is best and it's is very light,Reliability Class
1626,video call quality is very very poor,Reliability Class
1627,in middle of nowhere suddenly message shows in notification that something wrong with your chat history,Reliability Class
1628,done restore  -  times but still error,Reliability Class
1629,i have tried a lot even over wifi am not able to downoad any images or videos being sent to me,Reliability Class
1630,video quality is not so good but i hope it will b shorted very soon,Reliability Class
1631,not able to send msg via jio connection,Reliability Class
1632,whatsapp became dumb after my phone is connected to wifi,Reliability Class
1633,all other apps in phone are having connectivity but watsapp says i am not connected to network to place a call,Reliability Class
1634,i luv the whatsapp but today i m facing the problem while chating with my friends that is i m not getting the notification of messages while running other social network and after opening the whatsapp i get the all the messages,Reliability Class
1635,means i didn't get the messages while my phone is in lock mode,Reliability Class
1636,but the quality is bad,Reliability Class
1637,whatsapp crashed several times,Reliability Class
1638,"i am using it in my galaxy gtand nro,and during each day when i open app it shows message,something wrnt wrong need to restore",Reliability Class
1639,"the person on the other side of the video call is able to see me and him/herself, but i cannot see them on my side",Reliability Class
1640,i just see a green screen with vertical and horizontal stripes,Reliability Class
1641,also voice calls do not ring at the time but become missed call,Reliability Class
1642,"they work in the preview, but when i try to send it says ""file format not supported""",Reliability Class
1643,and after re-installing i am not able to recieve the verification code,Reliability Class
1644,even after connecting it with wifi i hear disturbing noises and voice is not reaching the other end,Reliability Class
1645,application getting aborted frequently when installing and even while using,Reliability Class
1646,it application terminated and pops message like 'unfortunately whatsapp stoped working ' several times,Reliability Class
1647,it freezes my phone during calls,Reliability Class
1648,im not to sure why but everytime i video call someone my screen is perfect and as soon as the person answers it shows the profile picture and turns green after that,Reliability Class
1649,"sir, i am unable to make voice calls in redmi  s prime as when i try, a pop-up appears urging me to turn on microphone",Reliability Class
1650,it's really good chatting app but after i used new video calling functionality in my htc desire     just in   or   mins my mobile switched off so fix the problem,Reliability Class
1651,whatsapp call do not work and i cannot here they are not another person talking to me this whatsapp call is not working at all so please come up with the solution to make this whatsapp call more clearer,Reliability Class
1652,but did not upload pic,Reliability Class
1653,but disappointed with whatsapp video call quality,Reliability Class
1654,the quality of video calls are very poor,Reliability Class
1655,everytime i tried to refresh contact list then pop up appear and say please try again,Reliability Class
1656,"it keeps on crashing and i lose my chat history, so i think whatsapp can help me figure out this problem",Reliability Class
1657,it's getting break every second while playing,Reliability Class
1658,it's a gr app but not working properly in my infocus  i  gb,Reliability Class
1659,it is not showing the contact name in any way,Reliability Class
1660,"before this , i try to voice , sudden it goes to trash by itself n voice call i heard who talk to me but they not hear me",Reliability Class
1661,"my what's app is telling me that ""what's app has been denied voice call",Reliability Class
1662,i can't even make voice call or video calls,Reliability Class
1663,"there's an issue,drops many calls:(",Reliability Class
1664,everytime it's showing error with ur chat backup n whatsapp goes blank n show the last backup to restore plz resolve this bug as i m always connected to wifi to restore the backup,Reliability Class
1665,the only reason i didnt give this a   star is because even though people that get blocked they can still send you death threats,Reliability Class
1666,there was no way that that much data can be used,Reliability Class
1667,but in video chat video and audio could not synchronize properly in both device,Reliability Class
1668,poor video call quality,Reliability Class
1669,need improment at making & receiving call; phone always hang and lagged,Reliability Class
1670,it doesnt show now last seen most of the time and it provides later the msgs when u connect the internet rather than other app,Reliability Class
1671,random chat opens up when i check whatsapp aft a while,Reliability Class
1672,"app is not responding while sending the pics, though the video call feature is working good",Reliability Class
1673,"can't make my voice call suddenly, before it was exellent…",Reliability Class
1674,"it automatically opens chat, send messages, and sometimes close itself",Reliability Class
1675,"even though app is closed, its still show online",Reliability Class
1676,"if i close app say @ :   pm , my last seen its showing is as  :  pm",Reliability Class
1677,"able to hear the person on the other other end, but cannot see the video at all, it's all green with lines on it",Reliability Class
1678,some times it dosent work,Reliability Class
1679,"dear team, when i am in between a video call then suddenly phone restarted, i am using asus zenfone",Reliability Class
1680,now whatsapp is not working properly,Reliability Class
1681,it is doing my phone hang,Reliability Class
1682,good quality of video call,Reliability Class
1683,i can't record more than   seconds at all and it automatically cuts me off,Reliability Class
1684,"only incoming vedio call possible , i am not able to connect an outgoing vedio call because no option is shown in my apps for this",Reliability Class
1685,but only groups working on auto dowload media,Reliability Class
1686,but after the new update app provides video calling but it has really bad quality,Reliability Class
1687,send a tex and keeps showing me the sending sign and im not receiving any notification if i have a tex,Reliability Class
1688,for days now my outgoing messages are not loading,Reliability Class
1689,"on my no anyone use whatsapp id , when the id is already available on my  phone , don't know how is it possible , bt it creats a big problem for me  right now , please tell me what to do for this problem",Reliability Class
1690,because of any bug in the app i'm unable to receive voice on speaker during voice call or video call that is why can't communicate while on video call at all,Reliability Class
1691,"never had an issue with whatsapp crashing before, not even when i had a bad phone",Reliability Class
1692,it's very good software but when i start voice call or video call software is going to hang,Reliability Class
1693,always when i click display appears please restart your phone,Reliability Class
1694,what's wrong with expression of emoji,Reliability Class
1695,this whatsapp video calling don't work at all on my samsung galaxy s  i update it and everything still ain't working please fix it,Reliability Class
1696,"cant send messages since last night and i thought i just have bad connection, but it doesn't",Reliability Class
1697,other apps sending faster but i got a problem when sending here,Reliability Class
1698,suddenly whatsap web can't respond,Reliability Class
1699,many faults and errors,Reliability Class
1700,"it kicks you out of your groups once you re-i stall it, not when you uninstall it",Reliability Class
1701,also the app keeps crashing,Reliability Class
1702,it always says reconnecting after many seconds during calls,Reliability Class
1703,the app often hang and restart again by itself,Reliability Class
1704,and also often tell that something wrong with the last conversation so it has to restore the chat,Reliability Class
1705,app when ever i open the whatsapp couldnt open it or else asking for (whats up couldnt respond) report or ok,Reliability Class
1706,"when your phone is offline for a while, say you don't have internet access you can not read your message history unless you re-register",Reliability Class
1707,there is this green lines all over,Reliability Class
1708,"now a days im facing a prblm in whatsapp, if anyone online i cant see that, its shows that 'last seen at ' but my friend is online,,,,,, and many times its shows wrong last seen time, ",Reliability Class
1709,in some places in india in  g; it does not work,Reliability Class
1710,i am unable to get video feedback when i make video calls,Reliability Class
1711,just see a green screen,Reliability Class
1712,i keep getting chat history error and any chat that wasn't backed up would be lost plus the app keeps closing,Reliability Class
1713,when a message received it say waiting for a message means i have to wait to read a received msg but after waiting for a long tym message which was pending (in waiting) can't be received still,Reliability Class
1714,why whatsapp massenger video call held my phone,Reliability Class
1715,starting its good but after   min during video call it held my mobile,Reliability Class
1716,otherwise my mobile held during whats app video call,Reliability Class
1717,the details are lost,Reliability Class
1718,"if you are trying to take a picture of tex on a sheet, it ain't visible at all",Reliability Class
1719,please improve the quality of the calls,Reliability Class
1720,currently i can't even turn off calls and voice calls for all contacts,Reliability Class
1721,have changed it back to cellular data and still the same problem what should i do,Reliability Class
1722,"before the update, my chats all disappeared and now i don't have chats for one whole day",Reliability Class
1723,this was before the automatic backup and now a whole day worth of messages has mysteriously disappeared,Reliability Class
1724,"the video call option is still buggy and i often exerience dropped calls and video freezing, but am hopeful one day it'll all work nice and smooth",Reliability Class
1725,worst video call quality n its really far from real time messaging,Reliability Class
1726,"main (back) camera recorded video using the application become gibberish picture, able to use front camera for video recording only in latest version",Reliability Class
1727,it has been   hours backing up message automatically and no progress,Reliability Class
1728,it is nt opening,Reliability Class
